productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B00005351M,"Scope Mouthwash, Smooth Mint - 16.9 fl oz",unknown,0/0,4.0,944006400,"I much prefer the taste. My husband has always used Scope, and I've avoid using it as much as possible. This new Scope is much better, and I definitely prefer it. With regular Scope and some other products I've used, I hate the taste so much that I rinse my mouth out and lose the fresh feeling that the mouthwash gives. With new Scope, I don't have to do that. I would definitely recommend it -- especially to people who are not good at tolerating strong tastes in their mouthwash.",health personal care,personal care,oral hygiene
B00000IS1M,The Ungame - Christian Version,unknown,42/45,5.0,944179200,"I work in a mental health office, and one lazy Friday afternoon, 2 other case managers and I found the Ungame treasure in a closet under old Halloween and X-mas decorations. &quot;A game?&quot;, one remarked. &quot;Umm-m-m, we shouldn't&quot;, said another. Then of course, we hastily opened the game and the fun began! 2 of us were relatively new to the agency, and it was amazing how much we would reveal to each other by answering the questions -- like describing a happy marraige, sharing something we're proud of, and giving one word to describe the person to our right. I almost didn't want to go home. And when we placed it back into the closet, we found a prominent home for Ungame, far away from holiday decorations and old printing paper.",toys games,games,board games
B00000IWEU,Catch Phrase!,unknown,5/5,5.0,944265600,"We played this over the Thanksgiving holiday...from age 15 to age 48. Boy, did we ever have fun. We played for hours! This game is terrific for adults and children, even as young as 8 or so, thought some of the words might be above them, or even a little racy (like orgy), but don't let that scare you, if a small one doesn't know the meaning of the word, they can always go to the next word!",toys games,grown up toys,unknown
B00000IWCU,Monopoly Deluxe Edition,unknown,5/13,4.0,944352000,I just bought Monopoly as a family activity to play with our TV and computer addicted soon to be teenager. I remember how much fun this game was years ago. We would pull it out whenever we had friends over or wanted some diversion. There is nothing like this old family favorite.,toys games,games,board games
B00000IV34,Set,unknown,74/74,5.0,944438400,"We played after family dinner with kids from 4 to 15, and adults too. Great way to get everybody to interact with each other, and the kids were so pumped up by how well they did compared to the adults. This is not a silly game, and kids get great thinking skills from it. My daughter is learning disabled and did REALLY well, it made her proud of how well she could think and gave her lots of positive feedback. I like to play it alone with her when we don't have time for more complicated games at night, but it also works very well in large and diverse groups.",toys games,games,card games
B000052YLY,"Zest Bar Soap, Aqua Pure, Energy Enhanced Scent, 4.5 oz - 3 pack",unknown,0/0,3.0,944524800,My husband liked the fresh scent of the Zest bar. He also thought that it cleaned well. I found the bar to be drying to my skin and would prefer a body wash with moisturizers.,health personal care,personal care,deodorants antiperspirants
B00000K0G4,Lion Heart Board Game,unknown,10/13,2.0,944697600,"Don't even try to punch out the pieces of this game by hand -- use a sharp knife. Otherwise, they WILL get bent and broken. It's impossible to believe that they could be manufactured by the same company (Hasbro, which owns Parker Brothers, Milton Bradley and now Avalon Hill) that made the sturdy, HARD plastic pieces of Fortress America. Also, the pieces don't fit particularly well in the bases.The wave of board games imported from Europe in the past several years shows consistent attention to high quality of component manufacture and design. Hello! America is supposed to be the world leader in manufacturing ingenuity! Why are we making junk like the pieces in Lionheart?As for game play, it's like a cross of chess, Stratego and miniatures battles. Thing is, chess is better, Stratego is better and miniatures games are better. Really, Lionheart has nothing to recommend it.",toys games,games,board games
B00000IZQE,"Kick & Play Piano with Music, Sounds & Twinkling Lights",unknown,0/0,5.0,944784000,"My 3 month old son loves this. However, even though he loves to kick, I almost wish that I had two of them, one for him to watch(he loves the lights) and one to kick.",toys games,dress up pretend play,pretend play
B00000K163,The Original Bubble Tumbler,unknown,3/4,4.0,944784000,We got these for my son when he was 2 years old and they have held up very well in the past year!They really don't spill and let me tell you it has saved alot of tears at playgroup too!We have the no spill bubble bucket too and it was the hit of the 3rd bday party!Buy this for your kiddo... you will be glad you did!,toys games,novelty gag toys,unknown
B00000IV35,Five Crowns,unknown,9/10,5.0,945216000,"Finally, A change from the old favorites! What a great way to break away from the rest. This game adds and extra deck to the original four (hence the name Five Crowns), adding to the newness and excitement of the game. Another thing; it doesn't get boring if you play it over and over!",toys games,games,card games
B000053040,"Olay Bath Bar for Sensitive Skin, Unscented, 4.75 Ounce (2 Bars)",unknown,0/0,4.0,945216000,Oil of Olay Sensitive Skin Bath Bar works for people who are allergic to soap.,beauty,bath body,cleansers
B00000IWGB,Pokemon Master Trainer 2001,A2AXQTB83VMK4L,0/0,4.0,945216000,It's easy enough to learn and get into to. If you child is at all into Pokemon (still) then this game will be a cool item for their collection.,toys games,games,board games
B00000JIFE,Concentration,unknown,20/21,5.0,945388800,"Remember watching Concentration on tv, you sit there trying to guess what the puzzle would be. You watch as the contestants win great prizes and wished you had the chance to play - well now you do!Endless Games has given you the home version of the television game we all loved. Played just like on tv, you try to match the prizes and reveal the board, once you have enough clues you try to solve the puzzle.You are given 60 rebus cards to play with. Their needs to be an two players or two teams, the odd player out becomes the Emcee for that game and he sets up the game board for play.Hopefully, Endless Games will create additional prize set and rebus cards. The game is fun for young and old and at a price everyone will love. For this holiday season, make this game one for Santa's list.",toys games,games,board games
B00000IRU6,Toy Story 2 ~ Strummin' Singin' Woody doll with Musical Guitar!,unknown,21/26,5.0,945907200,"i'm very pleased with the &quot;strummin woody doll,i read the reviews of other people about &quot;buzz lightyear and the quality of the buzz lightyear doll, they are so wrong about the quality of the strummin woody doll and the buzz lightyear doll.i'm very pleased about both dolls the construction of &quot;buzz lightyear and strummin woody is excellant in my book no complaints on either buzz lightyear and the strummin woody dolls.",toys games,dolls accessories,playsets
B00000IWH4,Puzz 3D Seaside Lighthouse with Working Light! - Original CHARLES WYSOCKI'S Americana Series,unknown,9/18,1.0,945907200,This would of been a good puzzle if it did not have any MISSING PIECES. Thank you,toys games,puzzles,d puzzles
B00000ISVU,Barbie Family House #21646 (1998),unknown,32/36,3.0,946166400,"Another little marvel of plastic engineering and design, the Barbie Family House is a fun and much improved update of the products of the same name in 1968 and 1978(?). This new house is made to last, if carefully played with, and unlike its earlier vinyl counterparts, could be stored and still look like new years from now. In keeping with the history of this product, the size is modest offering limited defined play area within the house, but, presents a space saving alternative to the &quot;full-sized&quot; Barbie houses and is quickly and easily folded up and moved. It's a little shy on colored decorating decals, and the kitchen/dining table is really too small to seat two dolls at with plates and utensils. It's perfect if Barbie is a single mother with a little Kelly or Tommy to raise in the house as she/he gets their own swing around high chair built onto the table (removable.) Also, uniquely, this house's litte built-in kitchen comes with a refrigerator, something neither the Folding Pretty House of 1997 nor the Fold N' Fun House of the late 80's could say. Unfortunately, as always, the scale is too small to accommodate the slightly larger Ken dolls comfortably, and, while the house has some neat features, the built-in computer is useless as there is no way to get Barbie's legs out of the way so she can actually get to, sit in front of and use the keyboard. Some folks might be relieved at the house's unusual (for Barbie) blue and cream colors. I think Mattel should have brought it out two available colors, the other being Barbie pink and cream. There's a lot to be said for consistency, especially to collectors who might find themselves uncomfortable with the blue house displayed among all the normal pink houses, accessories and dresses. We like it, accepting it for the product it is and appreciating its quality of design and manufacture. It does exactly what this model of Barbie house has always done; present an affordable and smaller alternative to the larger houses with plenty of eye-appeal to sweeten the deal.",toys games,dolls accessories,dollhouses
